the_transaction_id,store,customer_id,date_order,quantity_item_on_bill,total_bill_amount
6518,2,7172,01/02/2022,2,142.4
6519,2,7181,01/02/2022,10,1963.2
6520,2,139,01/02/2022,1,15.2
6521,2,685,01/02/2022,11,345.6
6522,2,4257,01/02/2022,20,1692.8
6523,2,22,01/02/2022,1,39.2
6524,2,5055,01/02/2022,9,221.6
6525,2,2434,01/02/2022,6,304
6526,2,4520,01/02/2022,1,63.2
6527,2,5332,01/02/2022,8,321.6
6528,2,7257,01/02/2022,5,112.8
6529,2,1501,02/02/2022,12,313.6
6530,2,7274,02/02/2022,1,12
6531,2,2428,02/02/2022,2,94.4
6532,2,684,02/02/2022,2,104.8
6533,2,4882,02/02/2022,3,157.6
6534,2,577,02/02/2022,9,240.8
6535,2,5115,02/02/2022,15,296.8
6536,2,3907,02/02/2022,7,108
6537,2,1281,02/02/2022,7,124
6538,2,225,02/02/2022,4,136.8
6539,2,7373,02/02/2022,4,118.4
6540,2,2606,02/02/2022,5,75.2
6541,2,7437,02/02/2022,4,135.2
6542,2,3394,02/02/2022,7,188.8
6543,2,2056,02/02/2022,4,553.6
6544,2,804,02/02/2022,2,75.2
6545,2,2836,02/02/2022,1,39.2
6546,2,3738,02/02/2022,3,74.4
6547,2,3673,03/02/2022,13,317.6
6548,2,7540,03/02/2022,2,43.2
6549,2,2319,03/02/2022,1,28
6550,2,2590,03/02/2022,3,122.4
6551,2,4958,03/02/2022,18,324.8
6552,2,5208,03/02/2022,2,280.8
6553,2,7590,03/02/2022,1,23.2
6554,2,4724,03/02/2022,12,228
6555,2,1556,03/02/2022,2,46.4
6556,2,1737,03/02/2022,3,40.8
6557,2,3344,03/02/2022,9,234.4
6558,2,1261,04/02/2022,3,53.6
6559,2,870,04/02/2022,1,8
6560,2,1372,04/02/2022,5,112.8
6561,2,158,04/02/2022,5,48
6562,2,3732,04/02/2022,1,8
6563,2,1621,04/02/2022,1,63.2
6564,2,2476,04/02/2022,1,4
6565,2,2350,04/02/2022,8,136
6566,2,2313,04/02/2022,7,166.4
6567,2,115,04/02/2022,6,232
6568,2,3866,04/02/2022,4,78.4
6569,2,4357,04/02/2022,2,19.2
6570,2,896,04/02/2022,2,51.2
6571,2,2334,04/02/2022,4,174.4
6572,2,5501,25/01/2022,4,121.6
6573,2,5565,25/01/2022,11,245.6
6574,2,5567,25/01/2022,2,51.2
6575,2,5569,25/01/2022,8,417.6
6576,2,5582,25/01/2022,2,62.4
6577,2,5602,25/01/2022,11,184.8
6578,2,5607,25/01/2022,1,55.2
6579,2,215,25/01/2022,1,55.2
6580,2,4052,25/01/2022,2,366.4
6581,2,441,26/01/2022,1,8
6582,2,389,26/01/2022,3,149.6
6583,2,126,26/01/2022,4,29.6
6584,2,3795,26/01/2022,5,133.6
6585,2,5507,26/01/2022,2,38.4
6586,2,5705,26/01/2022,4,204.8
6587,2,1433,26/01/2022,7,244
6588,2,3899,26/01/2022,2,102.4
6589,2,2558,26/01/2022,6,81.6
6590,2,3201,26/01/2022,4,36.8
6591,2,4981,27/01/2022,7,167.2
6592,2,1645,27/01/2022,5,48.8
6593,2,1621,27/01/2022,1,31.2
6594,2,3100,27/01/2022,8,86.4
6595,2,2685,27/01/2022,8,574.4
6596,2,5907,27/01/2022,4,71.2
6597,2,5923,27/01/2022,3,35.2
6598,2,4668,27/01/2022,2,206.4
6599,2,5938,27/01/2022,2,86.4
6600,2,5033,27/01/2022,2,126.4
6601,2,3948,27/01/2022,2,38.4
6602,2,4051,27/01/2022,2,67.2
6603,2,4823,27/01/2022,2,62.4
6604,2,1222,28/01/2022,3,26.4
6605,2,4686,28/01/2022,1,159.2
6606,2,4416,28/01/2022,2,43.2
6607,2,4160,28/01/2022,1,23.2
6608,2,3786,28/01/2022,8,643.2
6609,2,2861,28/01/2022,13,187.2
6610,2,4141,28/01/2022,2,46.4
6611,2,4946,28/01/2022,8,220.8
6612,2,1321,28/01/2022,2,30.4
6613,2,4270,29/01/2022,6,325.6
6614,2,1621,29/01/2022,1,4
6615,2,6126,29/01/2022,1,28
6616,2,4869,29/01/2022,3,66.4
6617,2,6179,29/01/2022,13,1500
6618,2,2257,29/01/2022,7,156
6619,2,3618,29/01/2022,1,23.2
6620,2,614,29/01/2022,1,20
6621,2,941,29/01/2022,1,31.2
6622,2,2090,29/01/2022,2,35.2
6623,2,3031,29/01/2022,1,47.2
6624,2,3092,29/01/2022,2,46.4
6625,2,4698,29/01/2022,1,15.2
6626,2,2144,29/01/2022,4,76.8
6627,2,3642,29/01/2022,1,63.2
6628,2,2261,29/01/2022,13,255.2
6629,2,2915,29/01/2022,4,71.2
6630,2,4330,29/01/2022,15,188.8
6631,2,6387,29/01/2022,7,362.4
6632,2,3401,29/01/2022,6,154.4
6633,2,229,29/01/2022,7,155.2
6634,2,1429,29/01/2022,1,9.6
6635,2,4742,29/01/2022,1,151.2
6636,2,1195,29/01/2022,2,59.2
6637,2,5162,30/01/2022,3,24
6638,2,1398,30/01/2022,2,78.4
6639,2,5325,30/01/2022,10,216
6640,2,6473,30/01/2022,3,51.2
6641,2,6504,30/01/2022,3,52
6642,2,2622,30/01/2022,1,7.2
6643,2,2421,30/01/2022,2,134.4
6644,2,2169,30/01/2022,7,140.8
6645,2,5072,30/01/2022,1,23.2
6646,2,6607,30/01/2022,1,135.2
6647,2,6612,30/01/2022,3,757.6
6648,2,1951,30/01/2022,2,43.2
6649,2,1954,30/01/2022,1,79.2
6650,2,3493,30/01/2022,5,125.6
6651,2,2277,30/01/2022,4,198.4
6652,2,5256,30/01/2022,2,158.4
6653,2,1870,30/01/2022,16,293.6
6654,2,6762,30/01/2022,7,136
6655,2,2879,30/01/2022,7,219.2
6656,2,3117,31/01/2022,1,39.2
6657,2,5040,31/01/2022,1,31.2
6658,2,3091,31/01/2022,5,107.2
6659,2,4900,31/01/2022,5,200.8
6660,2,2910,31/01/2022,4,137.6
6661,2,1734,31/01/2022,4,145.6
6662,2,6812,31/01/2022,1,8
6663,2,6852,31/01/2022,2,43.2
6664,2,5401,31/01/2022,6,228.8
6665,2,4270,31/01/2022,1,55.2
6666,2,4507,31/01/2022,18,855.2
6667,2,3281,31/01/2022,4,89.6
6668,2,4971,31/01/2022,1,23.2
6669,2,3182,31/01/2022,4,124.8
6670,2,6908,31/01/2022,2,40
6671,2,4269,31/01/2022,3,24
6672,2,3039,31/01/2022,1,23.2
6673,2,6973,31/01/2022,3,56
6674,2,4293,31/01/2022,3,175.2
6675,2,1923,31/01/2022,7,99.2
6676,2,3343,31/01/2022,3,44.8
6677,2,62,31/01/2022,6,118.4
6678,2,3123,01/02/2022,6,253.6
6679,2,3303,01/02/2022,5,104.8
6680,2,2838,01/02/2022,19,350.4
6681,2,3171,01/02/2022,3,51.2
6682,2,2733,01/02/2022,2,398.4
6683,2,7095,01/02/2022,2,43.2
6684,2,7118,01/02/2022,5,74.4
6685,2,2103,01/02/2022,7,141.6
6686,2,1021,01/02/2022,4,91.2
6687,2,7155,01/02/2022,3,28.8
6688,2,4643,01/02/2022,3,82.4
6689,2,4974,01/02/2022,2,67.2
6690,2,7198,01/02/2022,11,287.2
6691,2,4666,01/02/2022,3,122.4
6692,2,5197,01/02/2022,3,57.6
6693,2,2953,01/02/2022,11,236
6694,2,3204,02/02/2022,7,133.6
6695,2,791,02/02/2022,6,139.2
6696,2,4936,02/02/2022,3,50.4
6697,2,956,02/02/2022,4,100
6698,2,3843,02/02/2022,4,52.8
6699,2,2137,02/02/2022,6,164.8
6700,2,5465,02/02/2022,6,84.8
6701,2,2266,02/02/2022,4,716.8
6702,2,5198,02/02/2022,3,181.6
6703,2,7393,02/02/2022,10,152.8
6704,2,5158,02/02/2022,5,1040.8
6705,2,7411,02/02/2022,2,91.2
6706,2,2050,02/02/2022,14,316.8
6707,2,5230,02/02/2022,13,834.4
6708,2,7426,02/02/2022,3,29.6
6709,2,3061,02/02/2022,1,31.2
6710,2,4490,02/02/2022,1,28
6711,2,7467,02/02/2022,2,134.4
6712,2,7468,02/02/2022,3,28
6713,2,4572,02/02/2022,11,197.6
6714,2,3082,02/02/2022,5,85.6
6715,2,1388,03/02/2022,1,23.2
6716,2,1121,03/02/2022,1,20
6717,2,387,03/02/2022,5,84
6718,2,7551,03/02/2022,2,21.6
6719,2,7573,03/02/2022,4,354.4
6720,2,3048,03/02/2022,1,103.2
6721,2,7615,03/02/2022,3,224
6722,2,190,03/02/2022,0,8
6723,2,7626,03/02/2022,7,527.2
6724,2,7641,03/02/2022,6,84
6725,2,2291,03/02/2022,3,124
6726,2,1188,04/02/2022,5,68.8
6727,2,7732,04/02/2022,3,112
6728,2,4998,04/02/2022,1,55.2
6729,2,7814,04/02/2022,1,119.2
6730,2,7830,04/02/2022,2,17.6
6731,2,3633,04/02/2022,3,117.6
6732,2,7848,04/02/2022,5,93.6
6733,2,7854,04/02/2022,2,59.2
6734,2,7874,04/02/2022,6,136
6735,2,5558,25/01/2022,4,228
6736,2,1621,25/01/2022,3,149.6
6737,2,5608,25/01/2022,3,77.6
6738,2,4880,25/01/2022,2,67.2
6739,2,486,25/01/2022,1,52
6740,2,5670,26/01/2022,2,43.2
6741,2,1540,26/01/2022,4,176.8
6742,2,1113,26/01/2022,26,403.2
6743,2,5722,26/01/2022,2,70.4
6744,2,5411,26/01/2022,6,113.6
6745,2,2186,26/01/2022,2,32.8
6746,2,3994,26/01/2022,4,102.4
6747,2,1374,26/01/2022,7,50.4
6748,2,1621,26/01/2022,5,48
6749,2,1621,27/01/2022,4,33.6
6750,2,265,27/01/2022,5,157.6
6751,2,492,27/01/2022,3,50.4
6752,2,4775,27/01/2022,8,256
6753,2,2818,27/01/2022,3,138.4
6754,2,4295,27/01/2022,8,103.2
6755,2,3351,27/01/2022,1,639.2
6756,2,1390,28/01/2022,1,15.2
6757,2,5963,28/01/2022,4,89.6
6758,2,5964,28/01/2022,2,18.4
6759,2,4373,28/01/2022,5,213.6
6760,2,1166,28/01/2022,1,4
6761,2,1624,28/01/2022,1,4
6762,2,2230,28/01/2022,5,85.6
6763,2,3750,28/01/2022,5,74.4
6764,2,2356,28/01/2022,6,172.8
6765,2,1210,28/01/2022,6,192
6766,2,4710,28/01/2022,1,12
6767,2,5111,28/01/2022,4,209.6
6768,2,4107,28/01/2022,3,83.2
6769,2,901,28/01/2022,4,65.6
6770,2,3470,29/01/2022,2,1118.4
6771,2,720,29/01/2022,3,82.4
6772,2,29,29/01/2022,6,83.2
6773,2,3151,29/01/2022,13,304.8
6774,2,6147,29/01/2022,3,57.6
6775,2,3189,29/01/2022,9,555.2
6776,2,6165,29/01/2022,2,118.4
6777,2,1621,29/01/2022,2,54.4
6778,2,3307,29/01/2022,1,23.2
6779,2,482,29/01/2022,2,46.4
6780,2,6267,29/01/2022,3,162.4
6781,2,4399,29/01/2022,7,263.2
6782,2,2576,29/01/2022,2,75.2
6783,2,455,29/01/2022,1,44
6784,2,5449,29/01/2022,4,193.6
6785,2,2232,29/01/2022,4,97.6
6786,2,3142,29/01/2022,9,126.4
6787,2,507,29/01/2022,1,39.2
6788,2,4540,29/01/2022,2,830.4
6789,2,4175,29/01/2022,8,446.4
6790,2,4916,30/01/2022,1,23.2
6791,2,2698,30/01/2022,9,896.8
6792,2,4916,30/01/2022,1,4
6793,2,1621,30/01/2022,6,164.8
6794,2,403,30/01/2022,4,126.4
6795,2,1835,30/01/2022,10,323.2
6796,2,3965,30/01/2022,4,89.6
6797,2,6539,30/01/2022,5,72
6798,2,6576,30/01/2022,6,283.2
6799,2,6601,30/01/2022,3,71.2
6800,2,6333,30/01/2022,4,146.4
6801,2,304,30/01/2022,1,20
6802,2,6627,30/01/2022,1,23.2
6803,2,405,30/01/2022,6,248
6804,2,716,30/01/2022,18,449.6
6805,2,3081,30/01/2022,7,268.8
6806,2,6699,30/01/2022,1,31.2
6807,2,927,30/01/2022,8,144
6808,2,6707,30/01/2022,5,120.8
6809,2,5455,30/01/2022,0,0
6810,2,1367,30/01/2022,13,352
6811,2,4819,30/01/2022,3,114.4
6812,2,4177,30/01/2022,2,38.4
6813,2,531,30/01/2022,3,28.8
6814,2,1621,31/01/2022,1,4
6815,2,3198,31/01/2022,3,82.4
6816,2,3578,31/01/2022,3,52
6817,2,1530,31/01/2022,7,152.8
6818,2,4274,31/01/2022,2,142.4
6819,2,6865,31/01/2022,3,52
6820,2,307,31/01/2022,1,7.2
6821,2,4609,31/01/2022,5,82.4
6822,2,6910,31/01/2022,1,71.2
6823,2,6924,31/01/2022,9,454.4
6824,2,4647,31/01/2022,1,23.2
6825,2,2094,31/01/2022,2,78.4
6826,2,1025,31/01/2022,3,173.6
6827,2,6958,31/01/2022,10,148.8
6828,2,953,31/01/2022,1,79.2
6829,2,6980,31/01/2022,4,140.8
6830,2,336,31/01/2022,4,1044.8
6831,2,6981,31/01/2022,10,117.6
6832,2,1140,31/01/2022,4,229.6
6833,2,2345,01/02/2022,6,65.6
6834,2,1122,01/02/2022,3,143.2
6835,2,560,01/02/2022,3,114.4
6836,2,7028,01/02/2022,4,644.8
6837,2,7063,01/02/2022,3,114.4
6838,2,6637,01/02/2022,4,50.4
6839,2,3353,01/02/2022,0,0
6840,2,3822,01/02/2022,13,279.2
6841,2,4491,01/02/2022,1,47.2
6842,2,7092,01/02/2022,23,448.8
6843,2,7105,01/02/2022,4,40.8
6844,2,7134,01/02/2022,9,324
6845,2,4232,01/02/2022,6,243.2
6846,2,7137,01/02/2022,2,334.4
6847,2,7159,01/02/2022,10,259.2
6848,2,1302,01/02/2022,3,23.2
6849,2,4932,01/02/2022,1,23.2
6850,2,2440,01/02/2022,2,302.4
6851,2,4009,01/02/2022,4,214.4
6852,2,7227,01/02/2022,5,178.4
6853,2,497,01/02/2022,5,83.2
6854,2,2206,01/02/2022,3,109.6
6855,2,2375,02/02/2022,4,81.6
6856,2,4656,02/02/2022,0,0
6857,2,7273,02/02/2022,1,8
6858,2,1911,02/02/2022,1,79.2
6859,2,5066,02/02/2022,36,3092.8
6860,2,4075,02/02/2022,15,338.4
6861,2,4332,02/02/2022,4,108.8
6862,2,1191,02/02/2022,6,164.8
6863,2,1845,02/02/2022,12,744.8
6864,2,7460,02/02/2022,4,105.6
6865,2,648,02/02/2022,1,20
6866,2,6540,03/02/2022,11,312.8
6867,2,7561,03/02/2022,1,23.2
6868,2,2626,03/02/2022,7,91.2
6869,2,1810,03/02/2022,9,199.2
6870,2,7592,03/02/2022,7,217.6
6871,2,2855,03/02/2022,5,204
6872,2,1161,03/02/2022,-1,-55.2
6873,2,4414,03/02/2022,2,24
6874,2,5517,03/02/2022,8,123.2
6875,2,7648,03/02/2022,3,44.8
6876,2,3605,03/02/2022,1,84
6877,2,3488,03/02/2022,2,150.4
6878,2,3554,03/02/2022,3,44
6879,2,4344,03/02/2022,1,63.2
6880,2,7702,03/02/2022,1,47.2
6881,2,7717,03/02/2022,4,67.2
6882,2,1694,04/02/2022,5,53.6
6883,2,7769,04/02/2022,6,227.2
6884,2,5448,04/02/2022,1,4
6885,2,2892,04/02/2022,2,24.8
6886,2,7842,04/02/2022,2,187.2
6887,2,115,04/02/2022,3,125.6
6888,2,3084,04/02/2022,2,62.4
6889,2,184,04/02/2022,10,124.8
6890,2,5162,25/01/2022,3,45.6
6891,2,353,25/01/2022,1,63.2
6892,2,5565,25/01/2022,1,15.2
6893,2,4018,25/01/2022,3,120
6894,2,946,25/01/2022,1,103.2
6895,2,988,25/01/2022,9,258.4
6896,2,1555,25/01/2022,1,12
6897,2,3048,25/01/2022,3,50.4
6898,2,3234,25/01/2022,1,23.2
6899,2,5630,25/01/2022,9,169.6
6900,2,3191,25/01/2022,1,87.2
6901,2,304,25/01/2022,8,237.6
6902,2,2465,25/01/2022,4,49.6
6903,2,1167,25/01/2022,4,332.8
6904,2,2216,25/01/2022,3,210.4
6905,2,5035,25/01/2022,17,275.2
6906,2,3632,26/01/2022,4,64
6907,2,3658,26/01/2022,3,45.6
6908,2,1621,26/01/2022,1,31.2
6909,2,5715,26/01/2022,4,73.6
6910,2,5746,26/01/2022,2,54.4
6911,2,1001,26/01/2022,6,92.8
6912,2,5761,26/01/2022,6,241.6
6913,2,2343,26/01/2022,3,122.4
6914,2,5769,26/01/2022,5,80
6915,2,5796,26/01/2022,7,255.2
6916,2,2479,27/01/2022,3,58.4
6917,2,5845,27/01/2022,6,99.2
6918,2,5862,27/01/2022,12,296
6919,2,723,28/01/2022,8,100.8
6920,2,928,28/01/2022,2,134.4
6921,2,2573,28/01/2022,1,111.2
6922,2,1084,28/01/2022,4,131.2
6923,2,292,28/01/2022,3,45.6
6924,2,3545,28/01/2022,3,90.4
6925,2,144,28/01/2022,20,304
6926,2,1394,28/01/2022,17,978.4
6927,2,871,28/01/2022,2,62.4
6928,2,2504,28/01/2022,1,13.6
6929,2,4855,28/01/2022,4,70.4
6930,2,335,28/01/2022,5,108
6931,2,4092,28/01/2022,1,7.2
6932,2,3001,28/01/2022,0,0
6933,2,6108,28/01/2022,5,190.4
6934,2,6140,29/01/2022,3,47.2
6935,2,1608,29/01/2022,7,92.8
6936,2,6145,29/01/2022,4,68
6937,2,2031,29/01/2022,3,40
6938,2,6163,29/01/2022,22,634.4
6939,2,4669,29/01/2022,21,600.8
6940,2,3436,29/01/2022,2,31.2
6941,2,6199,29/01/2022,5,244
6942,2,4965,29/01/2022,7,824.8
6943,2,640,29/01/2022,2,14.4
6944,2,5093,29/01/2022,7,200.8
6945,2,109,29/01/2022,14,233.6
6946,2,6312,29/01/2022,7,263.2
6947,2,3261,29/01/2022,2,62.4
6948,2,6197,29/01/2022,2,35.2
6949,2,4977,29/01/2022,4,110.4
6950,2,3327,29/01/2022,13,389.6
6951,2,2407,29/01/2022,4,252.8
6952,2,1125,29/01/2022,6,108
6953,2,1791,29/01/2022,7,343.2
6954,2,6363,29/01/2022,3,186.4
6955,2,4632,29/01/2022,3,173.6
6956,2,6389,29/01/2022,8,141.6
6957,2,3740,29/01/2022,3,85.6
6958,2,1476,29/01/2022,6,80.8
6959,2,3407,29/01/2022,16,278.4
6960,2,3273,29/01/2022,3,47.2
6961,2,4043,29/01/2022,4,94.4
6962,2,5063,29/01/2022,7,97.6
6963,2,6402,29/01/2022,4,281.6
6964,2,5113,30/01/2022,4,147.2
6965,2,1817,30/01/2022,4,156.8
6966,2,6526,30/01/2022,11,290.4
6967,2,5250,30/01/2022,7,102.4
6968,2,6555,30/01/2022,7,147.2
6969,2,47,30/01/2022,8,184
6970,2,4132,30/01/2022,5,180.8
6971,2,2575,30/01/2022,2,86.4
6972,2,4218,30/01/2022,11,364.8
6973,2,3186,30/01/2022,2,23.2
6974,2,6727,30/01/2022,1,23.2
6975,2,1136,30/01/2022,5,125.6
6976,2,6793,31/01/2022,2,91.2
6977,2,5507,31/01/2022,2,35.2
6978,2,2283,31/01/2022,6,177.6
6979,2,6818,31/01/2022,1,87.2
6980,2,80,31/01/2022,2,14.4
6981,2,6841,31/01/2022,1,15.2
6982,2,2931,31/01/2022,3,50.4
6983,2,6878,31/01/2022,8,203.2
6984,2,1621,31/01/2022,2,36
6985,2,6890,31/01/2022,2,142.4
6986,2,4254,31/01/2022,4,176
6987,2,1597,31/01/2022,1,159.2
6988,2,6912,31/01/2022,1,23.2
6989,2,2417,31/01/2022,7,114.4
6990,2,5145,31/01/2022,2,27.2
6991,2,5428,31/01/2022,2,30.4
6992,2,6998,31/01/2022,5,212
6993,2,4130,01/02/2022,10,208
6994,2,7013,01/02/2022,2,59.2
6995,2,7046,01/02/2022,19,469.6
6996,2,5298,01/02/2022,2,30.4
6997,2,2686,01/02/2022,1,319.2
6998,2,4584,01/02/2022,1,28
6999,2,3400,01/02/2022,3,35.2
7000,2,7143,01/02/2022,9,196
7001,2,7170,01/02/2022,9,266.4
7002,2,3257,01/02/2022,2,59.2
7003,2,7204,01/02/2022,14,398.4
7004,2,7200,01/02/2022,5,68
7005,2,7233,01/02/2022,5,109.6
7006,2,1621,01/02/2022,1,15.2
7007,2,284,01/02/2022,8,160
7008,2,2069,01/02/2022,4,75.2
7009,2,7253,01/02/2022,15,260.8
7010,2,2103,01/02/2022,3,53.6
7011,2,1459,02/02/2022,1,8
7012,2,1771,02/02/2022,7,313.6
7013,2,5468,02/02/2022,2,38.4
7014,2,4798,02/02/2022,9,155.2
7015,2,4897,02/02/2022,1,36
7016,2,7294,02/02/2022,5,107.2
7017,2,7303,02/02/2022,4,69.6
7018,2,1621,02/02/2022,4,64.8
7019,2,5507,02/02/2022,4,94.4
7020,2,7354,02/02/2022,2,83.2
7021,2,1621,02/02/2022,6,152
7022,2,552,02/02/2022,1,39.2
7023,2,1326,02/02/2022,2,67.2
7024,2,4391,02/02/2022,3,60.8
7025,2,3910,02/02/2022,1,111.2
7026,2,431,02/02/2022,2,28.8
7027,2,1989,02/02/2022,6,112
7028,2,418,02/02/2022,16,454.4
7029,2,1621,02/02/2022,2,43.2
7030,2,7480,02/02/2022,6,164.8
7031,2,2362,02/02/2022,1,79.2
7032,2,3258,02/02/2022,5,111.2
7033,2,7286,03/02/2022,1,8
7034,2,7566,03/02/2022,1,31.2
7035,2,2805,03/02/2022,3,55.2
7036,2,4817,03/02/2022,2,43.2
7037,2,5087,03/02/2022,3,45.6
7038,2,4145,03/02/2022,1,111.2
7039,2,5236,04/02/2022,4,145.6
7040,2,7770,04/02/2022,3,110.4
7041,2,7780,04/02/2022,1,12
7042,2,7792,04/02/2022,3,165.6
7043,2,4143,04/02/2022,3,90.4
7044,2,4895,04/02/2022,1,23.2
7045,2,538,04/02/2022,5,64.8
7046,2,2282,04/02/2022,3,151.2
7047,2,1452,04/02/2022,6,206.4
7048,2,2334,04/02/2022,3,36.8
7049,2,5556,25/01/2022,1,44
7050,2,5566,25/01/2022,10,240
7051,2,1733,25/01/2022,3,87.2
7052,2,1516,25/01/2022,5,228
7053,2,5631,25/01/2022,3,74.4
7054,2,5638,25/01/2022,13,280.8
7055,2,562,25/01/2022,2,46.4
7056,2,3771,25/01/2022,13,214.4
7057,2,4950,25/01/2022,7,271.2
7058,2,1513,25/01/2022,3,85.6
7059,2,1351,25/01/2022,0,0
7060,2,2793,26/01/2022,4,127.2
7061,2,4695,26/01/2022,2,30.4
7062,2,5697,26/01/2022,2,118.4
7063,2,472,26/01/2022,1,12
7064,2,1906,26/01/2022,3,55.2
7065,2,386,26/01/2022,2,19.2
7066,2,1386,26/01/2022,2,51.2
7067,2,5733,26/01/2022,5,140
7068,2,3208,26/01/2022,8,130.4
7069,2,4840,26/01/2022,2,30.4
7070,2,5779,26/01/2022,7,89.6
7071,2,5785,26/01/2022,2,23.2
7072,2,571,27/01/2022,5,120.8
7073,2,5886,27/01/2022,7,124.8
7074,2,5888,27/01/2022,5,172
7075,2,3699,27/01/2022,3,258.4
7076,2,5916,27/01/2022,3,63.2
7077,2,2896,27/01/2022,3,52
7078,2,5931,27/01/2022,1,47.2
7079,2,2680,28/01/2022,3,77.6
7080,2,849,28/01/2022,2,107.2
7081,2,2006,28/01/2022,8,197.6
7082,2,2025,28/01/2022,26,861.6
7083,2,6045,28/01/2022,2,30.4
7084,2,2018,28/01/2022,1,20
7085,2,2103,28/01/2022,2,51.2
7086,2,6084,28/01/2022,3,19.2
7087,2,642,28/01/2022,6,264
7088,2,4201,28/01/2022,3,63.2
7089,2,3066,28/01/2022,8,196.8
7090,2,789,29/01/2022,1,23.2
7091,2,627,29/01/2022,6,219.2
7092,2,221,29/01/2022,12,215.2
7093,2,5507,29/01/2022,2,334.4
7094,2,2530,29/01/2022,10,323.2
7095,2,4760,29/01/2022,5,84
7096,2,4878,29/01/2022,1,20
7097,2,4166,29/01/2022,1,15.2
7098,2,2505,29/01/2022,1,23.2
7099,2,2844,29/01/2022,6,256
7100,2,2187,29/01/2022,5,112.8
7101,2,574,29/01/2022,17,298.4
7102,2,6276,29/01/2022,10,280.8
7103,2,6274,29/01/2022,11,302.4
7104,2,6301,29/01/2022,1,44
7105,2,6307,29/01/2022,7,93.6
7106,2,1112,29/01/2022,3,85.6
7107,2,4494,29/01/2022,4,145.6
7108,2,3670,29/01/2022,6,111.2
7109,2,3029,29/01/2022,7,511.2
7110,2,4553,30/01/2022,9,191.2
7111,2,1630,30/01/2022,4,121.6
7112,2,719,30/01/2022,10,249.6
7113,2,2777,30/01/2022,4,60
7114,2,1130,30/01/2022,3,269.6
7115,2,5130,30/01/2022,7,570.4
7116,2,1811,30/01/2022,15,458.4
7117,2,758,30/01/2022,2,59.2
7118,2,6660,30/01/2022,1,127.2
7119,2,6671,30/01/2022,2,78.4
7120,2,6673,30/01/2022,4,60.8
7121,2,1621,30/01/2022,1,23.2
7122,2,2787,30/01/2022,1,20
7123,2,146,30/01/2022,4,84.8
7124,2,6714,30/01/2022,2,70.4
7125,2,6720,30/01/2022,3,138.4
7126,2,1027,30/01/2022,3,405.6
7127,2,1682,30/01/2022,2,19.2
7128,2,6756,30/01/2022,2,70.4
7129,2,5323,30/01/2022,7,94.4
7130,2,6766,31/01/2022,1,36
7131,2,6842,31/01/2022,2,40
7132,2,1197,31/01/2022,4,103.2
7133,2,2677,31/01/2022,3,114.4
7134,2,3768,31/01/2022,1,34.4
7135,2,2880,31/01/2022,5,67.2
7136,2,230,31/01/2022,3,117.6
7137,2,6911,31/01/2022,4,187.2
7138,2,1403,31/01/2022,4,114.4
7139,2,6926,31/01/2022,3,181.6
7140,2,5480,31/01/2022,8,214.4
7141,2,6936,31/01/2022,3,112
7142,2,641,31/01/2022,2,59.2
7143,2,4483,31/01/2022,1,119.2
7144,2,2586,31/01/2022,10,259.2
7145,2,2103,31/01/2022,9,248.8
7146,2,2724,31/01/2022,7,298.4
7147,2,4165,31/01/2022,5,66.4
7148,2,7043,01/02/2022,2,99.2
7149,2,7056,01/02/2022,12,223.2
7150,2,4237,01/02/2022,7,2106.4
7151,2,7133,01/02/2022,8,325.6
7152,2,1675,01/02/2022,5,133.6
7153,2,1888,01/02/2022,6,64.8
7154,2,1389,01/02/2022,7,143.2
7155,2,553,01/02/2022,6,104.8
7156,2,991,01/02/2022,3,111.2
7157,2,5507,01/02/2022,1,28
7158,2,7249,01/02/2022,9,219.2
7159,2,7262,01/02/2022,6,178.4
7160,2,7268,01/02/2022,1,23.2
7161,2,4250,02/02/2022,5,128.8
7162,2,814,02/02/2022,2,62.4
7163,2,930,02/02/2022,3,121.6
7164,2,4238,02/02/2022,4,92.8
7165,2,7356,02/02/2022,5,284
7166,2,232,02/02/2022,4,100
7167,2,4674,02/02/2022,1,63.2
7168,2,1621,02/02/2022,1,7.2
7169,2,7469,02/02/2022,1,31.2
7170,2,5507,02/02/2022,1,79.2
7171,2,1915,03/02/2022,12,363.2
7172,2,762,03/02/2022,27,396.8
7173,2,4699,03/02/2022,3,42.4
7174,2,7575,03/02/2022,1,255.2
7175,2,7565,03/02/2022,31,524
7176,2,7580,03/02/2022,4,134.4
7177,2,7611,03/02/2022,16,559.2
7178,2,4733,03/02/2022,6,246.4
7179,2,7615,03/02/2022,7,357.6
7180,2,1841,03/02/2022,2,43.2
7181,2,2822,04/02/2022,2,27.2
7182,2,970,04/02/2022,4,892.8
7183,2,7755,04/02/2022,5,184
7184,2,7776,04/02/2022,4,44
7185,2,1827,04/02/2022,1,31.2
7186,2,849,04/02/2022,2,102.4
7187,2,895,04/02/2022,2,72.8
7188,2,2570,04/02/2022,1,28
7189,2,7841,04/02/2022,2,54.4
7190,2,1548,04/02/2022,18,286.4
7191,2,7870,04/02/2022,4,70.4
7192,2,3348,04/02/2022,4,84
7193,2,7877,04/02/2022,1,20
7194,2,3306,04/02/2022,4,230.4
7195,2,2348,04/02/2022,23,584.8
7196,2,5547,25/01/2022,1,15.2
7197,2,3992,25/01/2022,2,30.4
